timestamp,fps,cpu_usage,gpu_usage,frame_time_ms,process_time,physics_time,memory_mb,object_count,node_count,draw_calls,latency_ms,player_count
29300,509.2,14.56,-1.00,1.96,-1.0000,-1.0000,468.99,11983,103,-1,0.2,2
29551,571.2,16.56,-1.00,1.75,-1.0000,-1.0000,469.04,11983,103,-1,0.2,2
29802,504.3,17.69,-1.00,1.98,-1.0000,-1.0000,469.10,11983,103,-1,0.2,2
30053,473.6,13.98,-1.00,2.11,-1.0000,-1.0000,469.16,11983,103,-1,0.2,2
30305,555.0,12.92,-1.00,1.80,-1.0000,-1.0000,469.22,11983,103,-1,0.1,2
30556,611.1,20.23,-1.00,1.64,-1.0000,-1.0000,469.27,11983,103,-1,0.1,2
30806,613.6,11.98,-1.00,1.63,-1.0000,-1.0000,469.33,11983,103,-1,0.1,2
31058,565.6,13.52,-1.00,1.77,-1.0000,-1.0000,469.39,11983,103,-1,0.1,2
31309,508.2,16.49,-1.00,1.97,-1.0000,-1.0000,469.45,11983,103,-1,0.0,2
31560,629.3,20.32,-1.00,1.59,-1.0000,-1.0000,469.50,11983,103,-1,0.0,2
31811,553.8,14.47,-1.00,1.81,-1.0000,-1.0000,469.56,11983,103,-1,0.0,2
