timestamp,fps,cpu_usage,gpu_usage,frame_time_ms,process_time,physics_time,memory_mb,object_count,node_count,draw_calls,latency_ms
39012,653.3,15.63,-1.00,1.53,-1.0000,-1.0000,477.37,12646,104,-1,0.0
39264,734.5,17.09,-1.00,1.36,-1.0000,-1.0000,477.49,12646,104,-1,0.0
39514,675.4,19.30,-1.00,1.48,-1.0000,-1.0000,477.66,12646,104,-1,0.0
39764,654.6,15.09,-1.00,1.53,-1.0000,-1.0000,477.79,12646,104,-1,0.0
40016,575.5,13.41,-1.00,1.74,-1.0000,-1.0000,477.92,12646,104,-1,0.0
40266,566.2,11.95,-1.00,1.77,-1.0000,-1.0000,477.87,12646,104,-1,0.0
40518,588.1,15.03,-1.00,1.70,-1.0000,-1.0000,478.00,12646,104,-1,0.0
40770,394.3,14.45,-1.00,2.54,-1.0000,-1.0000,474.86,12646,104,-1,0.0
41020,524.8,19.28,-1.00,1.91,-1.0000,-1.0000,475.02,12646,104,-1,0.0
41270,382.2,15.66,-1.00,2.62,-1.0000,-1.0000,475.15,12646,104,-1,0.0
41520,541.9,12.97,-1.00,1.85,-1.0000,-1.0000,475.28,12646,104,-1,0.0
41770,405.4,16.71,-1.00,2.47,-1.0000,-1.0000,475.41,12646,104,-1,0.0
42021,499.6,16.57,-1.00,2.00,-1.0000,-1.0000,475.55,12646,104,-1,0.0
42272,479.3,18.75,-1.00,2.09,-1.0000,-1.0000,475.67,12646,104,-1,0.0
42522,466.6,16.59,-1.00,2.14,-1.0000,-1.0000,475.85,12646,104,-1,0.0
42772,609.8,16.67,-1.00,1.64,-1.0000,-1.0000,475.97,12646,104,-1,0.0
43023,551.2,18.24,-1.00,1.81,-1.0000,-1.0000,476.10,12646,104,-1,0.0
43275,638.5,11.87,-1.00,1.57,-1.0000,-1.0000,476.23,12646,104,-1,0.0
43525,624.7,20.21,-1.00,1.60,-1.0000,-1.0000,476.36,12646,104,-1,0.0
43776,512.0,17.71,-1.00,1.95,-1.0000,-1.0000,476.52,12646,104,-1,0.0
44027,661.2,15.53,-1.00,1.51,-1.0000,-1.0000,476.66,12646,104,-1,0.0
44277,614.9,17.16,-1.00,1.63,-1.0000,-1.0000,476.79,12646,104,-1,0.0
44528,657.9,18.73,-1.00,1.52,-1.0000,-1.0000,476.92,12646,104,-1,0.0
44779,576.1,12.99,-1.00,1.74,-1.0000,-1.0000,477.04,12646,104,-1,0.0
45029,721.2,19.24,-1.00,1.39,-1.0000,-1.0000,477.18,12659,107,-1,0.0
45280,363.0,17.08,-1.00,2.75,-1.0000,-1.0000,477.29,12659,107,-1,0.0
45532,462.8,7.24,-1.00,2.16,-1.0000,-1.0000,477.43,12659,107,-1,0.0
45783,736.6,14.54,-1.00,1.36,-1.0000,-1.0000,477.56,12659,107,-1,0.0
46034,723.4,15.02,-1.00,1.38,-1.0000,-1.0000,477.70,12659,107,-1,0.0
