timestamp,fps,cpu_usage,gpu_usage,frame_time_ms,process_time,physics_time,memory_mb,object_count,node_count,draw_calls,latency_ms
37799,2,1,0,00,9,00,470,64,-1,0000,-1,0000,481,92,144,41,-1,N/A
37971,2,1,6,02,9,00,481,89,-1,0000,-1,0000,481,81,144,41,-1,N/A
38221,401,4,11,97,9,00,2,49,-1,0000,-1,0000,481,85,144,41,-1,N/A
38473,419,4,16,06,9,00,2,38,-1,0000,-1,0000,481,88,144,41,-1,N/A
38725,357,4,14,47,9,00,2,80,-1,0000,-1,0000,481,99,144,41,-1,N/A
38977,421,9,13,97,32,00,2,37,-1,0000,-1,0000,482,03,144,41,-1,N/A
39228,421,3,12,98,32,00,2,37,-1,0000,-1,0000,482,06,144,41,-1,N/A
39480,382,0,16,48,32,00,2,62,-1,0000,-1,0000,482,10,144,41,-1,N/A
39730,413,4,18,76,32,00,2,42,-1,0000,-1,0000,482,16,144,41,-1,N/A
39982,420,5,12,45,36,00,2,38,-1,0000,-1,0000,482,20,144,41,-1,N/A
40234,409,7,18,00,36,00,2,44,-1,0000,-1,0000,455,71,144,41,-1,N/A
40485,270,1,13,48,36,00,3,70,-1,0000,-1,0000,455,74,144,41,-1,N/A
40737,416,7,16,05,36,00,2,40,-1,0000,-1,0000,455,77,144,41,-1,N/A
40988,419,3,12,97,34,00,2,38,-1,0000,-1,0000,455,81,144,41,-1,N/A
41241,282,6,12,83,34,00,3,54,-1,0000,-1,0000,455,83,144,41,-1,N/A
41494,322,2,11,86,34,00,3,10,-1,0000,-1,0000,455,86,144,41,-1,N/A
41744,383,6,18,22,34,00,2,61,-1,0000,-1,0000,455,89,144,41,-1,N/A
41997,353,2,8,26,34,00,2,83,-1,0000,-1,0000,455,92,144,41,-1,N/A
42249,348,2,20,63,34,00,2,87,-1,0000,-1,0000,455,96,144,41,-1,N/A
42499,416,4,9,36,34,00,2,40,-1,0000,-1,0000,455,99,144,41,-1,N/A
