timestamp,fps,cpu_usage,gpu_usage,frame_time_ms,process_time,physics_time,memory_mb,object_count,node_count,draw_calls,latency_ms
15535,2,1,14,36,8,00,474,30,-1,0000,-1,0000,456,18,144,41,-1,N/A
15710,2,1,6,70,8,00,479,25,-1,0000,-1,0000,456,06,144,41,-1,N/A
15961,401,3,16,60,8,00,2,49,-1,0000,-1,0000,456,10,144,41,-1,N/A
16212,418,8,19,70,8,00,2,39,-1,0000,-1,0000,456,23,144,41,-1,N/A
16464,324,0,12,42,8,00,3,09,-1,0000,-1,0000,456,27,144,41,-1,N/A
16716,422,3,13,94,31,00,2,37,-1,0000,-1,0000,456,29,144,41,-1,N/A
16968,425,8,14,98,31,00,2,35,-1,0000,-1,0000,456,33,144,41,-1,N/A
17219,432,7,16,05,31,00,2,31,-1,0000,-1,0000,456,37,144,41,-1,N/A
17470,416,1,11,94,31,00,2,40,-1,0000,-1,0000,456,40,144,41,-1,N/A
17722,421,6,18,04,34,00,2,37,-1,0000,-1,0000,456,44,144,41,-1,N/A
17974,266,0,14,46,34,00,3,76,-1,0000,-1,0000,456,47,144,41,-1,N/A
18225,383,1,11,96,34,00,2,61,-1,0000,-1,0000,456,51,144,41,-1,N/A
18477,336,7,15,02,34,00,2,97,-1,0000,-1,0000,456,54,144,41,-1,N/A
18729,332,9,13,95,33,00,3,00,-1,0000,-1,0000,456,57,144,41,-1,N/A
18980,423,1,10,88,33,00,2,36,-1,0000,-1,0000,456,61,144,41,-1,N/A
19232,189,8,12,39,33,00,5,27,-1,0000,-1,0000,456,64,144,41,-1,N/A
19484,244,0,13,48,33,00,4,10,-1,0000,-1,0000,456,69,144,41,-1,N/A
19736,410,7,16,49,35,00,2,44,-1,0000,-1,0000,456,73,144,41,-1,N/A
19987,408,8,9,86,35,00,2,45,-1,0000,-1,0000,456,77,144,41,-1,N/A
20238,416,3,14,00,35,00,2,40,-1,0000,-1,0000,456,80,144,41,-1,N/A
20492,219,4,10,24,35,00,4,56,-1,0000,-1,0000,456,84,144,41,-1,N/A
20743,218,3,13,00,34,00,4,58,-1,0000,-1,0000,456,89,144,41,-1,N/A
20994,429,8,11,92,34,00,2,33,-1,0000,-1,0000,456,92,144,41,-1,N/A
21245,338,9,10,39,34,00,2,95,-1,0000,-1,0000,457,02,144,41,-1,N/A
21497,244,6,12,41,34,00,4,09,-1,0000,-1,0000,457,00,144,41,-1,N/A
21749,389,3,11,88,35,00,2,57,-1,0000,-1,0000,457,04,144,41,-1,N/A
22001,408,6,13,95,35,00,2,45,-1,0000,-1,0000,457,07,144,41,-1,N/A
22251,407,9,17,15,35,00,2,45,-1,0000,-1,0000,457,10,144,41,-1,N/A
22502,409,0,13,49,35,00,2,45,-1,0000,-1,0000,457,14,144,41,-1,N/A
22754,375,6,16,54,35,00,2,66,-1,0000,-1,0000,457,18,144,41,-1,N/A
23007,377,4,12,92,35,00,2,65,-1,0000,-1,0000,457,21,144,41,-1,N/A
23258,382,6,19,11,35,00,2,61,-1,0000,-1,0000,457,25,144,41,-1,N/A
23510,421,6,12,93,35,00,2,37,-1,0000,-1,0000,457,28,144,41,-1,N/A
23765,213,6,12,24,36,00,4,68,-1,0000,-1,0000,457,32,144,41,-1,N/A
24015,419,5,14,05,36,00,2,38,-1,0000,-1,0000,457,36,144,41,-1,N/A
24267,423,5,11,37,36,00,2,36,-1,0000,-1,0000,457,39,144,41,-1,N/A
24518,427,9,13,58,36,00,2,34,-1,0000,-1,0000,457,43,144,41,-1,N/A
24768,440,0,19,74,35,00,2,27,-1,0000,-1,0000,457,47,144,41,-1,N/A
25018,426,1,13,49,35,00,2,35,-1,0000,-1,0000,457,50,144,41,-1,N/A
26344,0,8,1,57,15,00,1257,06,-1,0000,-1,0000,458,11,153,43,-1,N/A
26595,427,0,18,14,19,00,2,34,-1,0000,-1,0000,458,18,153,43,-1,N/A
26846,406,9,12,98,19,00,2,46,-1,0000,-1,0000,458,21,153,43,-1,N/A
27096,432,8,12,98,19,00,2,31,-1,0000,-1,0000,458,25,153,43,-1,N/A
27348,415,0,13,43,19,00,2,41,-1,0000,-1,0000,458,28,153,43,-1,N/A
27599,420,3,12,48,29,00,2,38,-1,0000,-1,0000,458,32,153,43,-1,N/A
27849,421,2,14,06,29,00,2,37,-1,0000,-1,0000,458,35,153,43,-1,N/A
28099,384,9,19,36,29,00,2,60,-1,0000,-1,0000,458,39,153,43,-1,N/A
28349,430,5,19,68,29,00,2,32,-1,0000,-1,0000,458,42,153,43,-1,N/A
28600,312,0,12,99,28,00,3,20,-1,0000,-1,0000,458,46,153,43,-1,N/A
28852,408,9,15,98,28,00,2,45,-1,0000,-1,0000,458,50,153,43,-1,N/A
29105,322,4,9,82,28,00,3,10,-1,0000,-1,0000,458,53,153,43,-1,N/A
29355,409,8,15,60,28,00,2,44,-1,0000,-1,0000,458,56,153,43,-1,N/A
29605,414,7,13,48,28,00,2,41,-1,0000,-1,0000,458,60,153,43,-1,N/A
29856,429,8,18,28,26,00,2,33,-1,0000,-1,0000,458,63,153,43,-1,N/A
