timestamp,fps,cpu_usage,gpu_usage,frame_time_ms,process_time,physics_time,memory_mb,object_count,node_count,draw_calls,latency_ms
15108,2,0,0,00,12,00,498,46,-1,0000,-1,0000,455,59,142,40,-1,N/A
15312,1,8,4,48,12,00,558,58,-1,0000,-1,0000,457,96,142,40,-1,N/A
15562,328,4,14,02,12,00,3,05,-1,0000,-1,0000,484,49,142,40,-1,N/A
15814,357,6,12,94,12,00,2,80,-1,0000,-1,0000,484,51,142,40,-1,N/A
16066,411,4,16,53,24,00,2,43,-1,0000,-1,0000,484,64,142,40,-1,N/A
16317,398,6,15,04,24,00,2,51,-1,0000,-1,0000,484,67,142,40,-1,N/A
16569,400,4,11,91,24,00,2,50,-1,0000,-1,0000,458,19,142,40,-1,N/A
16821,351,4,11,37,24,00,2,85,-1,0000,-1,0000,458,23,142,40,-1,N/A
17073,384,4,15,54,39,00,2,60,-1,0000,-1,0000,458,29,142,40,-1,N/A
17324,380,5,16,51,39,00,2,63,-1,0000,-1,0000,458,33,142,40,-1,N/A
17576,415,2,13,95,39,00,2,41,-1,0000,-1,0000,458,37,142,40,-1,N/A
17826,409,7,13,59,39,00,2,44,-1,0000,-1,0000,458,48,142,40,-1,N/A
18079,405,5,10,80,32,00,2,47,-1,0000,-1,0000,458,52,142,40,-1,N/A
18329,396,2,15,61,32,00,2,52,-1,0000,-1,0000,458,55,142,40,-1,N/A
18580,394,9,11,42,32,00,2,53,-1,0000,-1,0000,458,58,142,40,-1,N/A
18832,36,8,12,40,32,00,27,17,-1,0000,-1,0000,458,61,142,40,-1,N/A
19082,376,5,19,25,30,00,2,66,-1,0000,-1,0000,458,66,142,40,-1,N/A
19334,379,8,14,49,30,00,2,63,-1,0000,-1,0000,458,69,142,40,-1,N/A
19584,407,2,16,15,30,00,2,46,-1,0000,-1,0000,458,73,142,40,-1,N/A
19835,392,4,13,48,30,00,2,55,-1,0000,-1,0000,458,76,142,40,-1,N/A
20086,194,2,16,61,35,00,5,15,-1,0000,-1,0000,458,80,142,40,-1,N/A
20336,385,0,18,25,35,00,2,60,-1,0000,-1,0000,458,84,142,40,-1,N/A
20586,360,4,11,94,35,00,2,77,-1,0000,-1,0000,458,87,142,40,-1,N/A
20837,295,7,10,95,35,00,3,38,-1,0000,-1,0000,458,91,142,40,-1,N/A
21088,383,7,10,88,32,00,2,61,-1,0000,-1,0000,458,94,142,40,-1,N/A
21338,311,9,10,40,32,00,3,21,-1,0000,-1,0000,458,98,142,40,-1,N/A
21590,349,5,13,44,32,00,2,86,-1,0000,-1,0000,459,02,142,40,-1,N/A
