timestamp,fps,cpu_usage,gpu_usage,frame_time_ms,process_time,physics_time,memory_mb,object_count,node_count,draw_calls,latency_ms
13315,1.7,19.87,-1.00,582.60,-1.0000,-1.0000,451.02,142,40,-1,N/A
13438,1.6,10.60,-1.00,614.68,-1.0000,-1.0000,480.39,142,40,-1,N/A
13688,775.0,17.61,-1.00,1.29,-1.0000,-1.0000,480.52,142,40,-1,N/A
13939,645.9,22.42,-1.00,1.55,-1.0000,-1.0000,480.61,142,40,-1,N/A
14190,739.3,19.74,-1.00,1.35,-1.0000,-1.0000,480.81,142,40,-1,N/A
14440,807.0,10.89,-1.00,1.24,-1.0000,-1.0000,454.36,142,40,-1,N/A
14690,784.8,18.75,-1.00,1.27,-1.0000,-1.0000,454.44,142,40,-1,N/A
14941,747.4,20.23,-1.00,1.34,-1.0000,-1.0000,454.54,142,40,-1,N/A
15192,785.0,19.71,-1.00,1.27,-1.0000,-1.0000,454.63,142,40,-1,N/A
15443,769.9,19.20,-1.00,1.30,-1.0000,-1.0000,454.71,142,40,-1,N/A
15694,775.1,17.67,-1.00,1.29,-1.0000,-1.0000,454.79,142,40,-1,N/A
15945,718.9,14.52,-1.00,1.39,-1.0000,-1.0000,454.88,142,40,-1,N/A
16196,586.3,16.08,-1.00,1.71,-1.0000,-1.0000,454.96,142,40,-1,N/A
16447,772.6,14.55,-1.00,1.29,-1.0000,-1.0000,455.04,142,40,-1,N/A
16697,726.1,21.79,-1.00,1.38,-1.0000,-1.0000,455.13,142,40,-1,N/A
16948,760.5,24.97,-1.00,1.32,-1.0000,-1.0000,455.21,142,40,-1,N/A
17199,598.6,22.74,-1.00,1.67,-1.0000,-1.0000,455.29,142,40,-1,N/A
17450,653.4,18.69,-1.00,1.53,-1.0000,-1.0000,455.36,142,40,-1,N/A
17701,784.9,23.52,-1.00,1.27,-1.0000,-1.0000,455.52,142,40,-1,N/A
17951,761.4,16.01,-1.00,1.31,-1.0000,-1.0000,455.60,142,40,-1,N/A
18202,798.2,14.56,-1.00,1.25,-1.0000,-1.0000,455.69,142,40,-1,N/A
18453,691.8,16.56,-1.00,1.45,-1.0000,-1.0000,455.77,142,40,-1,N/A
18705,787.1,22.42,-1.00,1.27,-1.0000,-1.0000,455.86,142,40,-1,N/A
18956,768.3,14.46,-1.00,1.30,-1.0000,-1.0000,455.94,142,40,-1,N/A
19206,708.9,16.69,-1.00,1.41,-1.0000,-1.0000,456.02,142,40,-1,N/A
19456,670.7,16.67,-1.00,1.49,-1.0000,-1.0000,456.10,142,40,-1,N/A
19707,697.2,15.56,-1.00,1.43,-1.0000,-1.0000,456.19,142,40,-1,N/A
19958,713.1,26.34,-1.00,1.40,-1.0000,-1.0000,456.27,142,40,-1,N/A
