timestamp,fps,cpu_usage,gpu_usage,frame_time_ms,process_time,physics_time,memory_mb,object_count,node_count,draw_calls,latency_ms
21552,1.7,17.55,-1.00,577.19,-1.0000,-1.0000,453.89,144,41,-1,N/A
21662,2.3,8.28,-1.00,434.15,-1.0000,-1.0000,483.40,144,41,-1,N/A
21914,583.6,22.26,-1.00,1.71,-1.0000,-1.0000,483.57,144,41,-1,N/A
22164,716.4,18.18,-1.00,1.40,-1.0000,-1.0000,483.65,144,41,-1,N/A
22415,776.6,17.69,-1.00,1.29,-1.0000,-1.0000,483.81,144,41,-1,N/A
22666,708.1,19.67,-1.00,1.41,-1.0000,-1.0000,457.12,144,41,-1,N/A
22916,790.5,13.54,-1.00,1.26,-1.0000,-1.0000,457.30,152,44,-1,N/A
23167,704.1,19.78,-1.00,1.42,-1.0000,-1.0000,457.38,152,44,-1,N/A
23418,747.7,22.27,-1.00,1.34,-1.0000,-1.0000,457.45,152,44,-1,N/A
23669,792.2,18.18,-1.00,1.26,-1.0000,-1.0000,457.53,152,44,-1,N/A
23920,698.7,16.57,-1.00,1.43,-1.0000,-1.0000,457.61,152,44,-1,N/A
24171,508.3,19.74,-1.00,1.97,-1.0000,-1.0000,457.68,152,44,-1,N/A
24422,603.9,19.76,-1.00,1.66,-1.0000,-1.0000,457.76,152,44,-1,N/A
24673,713.5,15.00,-1.00,1.40,-1.0000,-1.0000,457.84,152,44,-1,N/A
24924,765.9,17.13,-1.00,1.31,-1.0000,-1.0000,457.91,144,41,-1,N/A
25175,663.3,14.00,-1.00,1.51,-1.0000,-1.0000,457.99,144,41,-1,N/A
25425,746.2,18.17,-1.00,1.34,-1.0000,-1.0000,458.07,144,41,-1,N/A
25676,764.2,24.49,-1.00,1.31,-1.0000,-1.0000,458.15,144,41,-1,N/A
25927,790.2,16.07,-1.00,1.27,-1.0000,-1.0000,458.24,144,41,-1,N/A
26177,754.9,17.64,-1.00,1.32,-1.0000,-1.0000,458.32,144,41,-1,N/A
26428,686.7,20.37,-1.00,1.46,-1.0000,-1.0000,458.40,144,41,-1,N/A
26678,660.6,17.66,-1.00,1.51,-1.0000,-1.0000,458.49,144,41,-1,N/A
26928,658.6,27.06,-1.00,1.52,-1.0000,-1.0000,458.57,144,41,-1,N/A
27179,715.7,17.10,-1.00,1.40,-1.0000,-1.0000,458.66,144,41,-1,N/A
27430,785.4,22.93,-1.00,1.27,-1.0000,-1.0000,458.74,144,41,-1,N/A
27680,735.0,26.48,-1.00,1.36,-1.0000,-1.0000,458.83,144,41,-1,N/A
27931,789.2,15.00,-1.00,1.27,-1.0000,-1.0000,458.91,144,41,-1,N/A
28182,559.4,24.47,-1.00,1.79,-1.0000,-1.0000,459.00,144,41,-1,N/A
28432,771.1,18.22,-1.00,1.30,-1.0000,-1.0000,459.08,144,41,-1,N/A
28683,766.8,18.65,-1.00,1.30,-1.0000,-1.0000,459.16,144,41,-1,N/A
28934,603.2,18.16,-1.00,1.66,-1.0000,-1.0000,459.23,144,41,-1,N/A
29184,707.8,18.72,-1.00,1.41,-1.0000,-1.0000,459.31,144,41,-1,N/A
29435,605.1,17.13,-1.00,1.65,-1.0000,-1.0000,459.38,144,41,-1,N/A
29687,603.6,21.80,-1.00,1.66,-1.0000,-1.0000,459.45,144,41,-1,N/A
29937,717.9,19.25,-1.00,1.39,-1.0000,-1.0000,459.53,144,41,-1,N/A
30188,689.9,13.45,-1.00,1.45,-1.0000,-1.0000,459.56,144,41,-1,N/A
30439,674.5,20.72,-1.00,1.48,-1.0000,-1.0000,459.64,144,41,-1,N/A
30689,768.2,18.76,-1.00,1.30,-1.0000,-1.0000,459.72,144,41,-1,N/A
30939,668.1,22.89,-1.00,1.50,-1.0000,-1.0000,459.80,144,41,-1,N/A
31190,649.1,12.96,-1.00,1.54,-1.0000,-1.0000,460.49,153,43,-1,N/A
31441,781.7,18.72,-1.00,1.28,-1.0000,-1.0000,460.57,153,43,-1,N/A
31692,712.7,21.28,-1.00,1.40,-1.0000,-1.0000,460.66,153,43,-1,N/A
31942,765.5,15.06,-1.00,1.31,-1.0000,-1.0000,460.74,153,43,-1,N/A
32193,600.6,13.57,-1.00,1.66,-1.0000,-1.0000,460.82,153,43,-1,N/A
32443,673.9,12.51,-1.00,1.48,-1.0000,-1.0000,460.91,153,43,-1,N/A
32695,568.5,16.00,-1.00,1.76,-1.0000,-1.0000,460.99,153,43,-1,N/A
32946,744.5,14.99,-1.00,1.34,-1.0000,-1.0000,461.07,153,43,-1,N/A
33196,670.3,19.24,-1.00,1.49,-1.0000,-1.0000,461.15,153,43,-1,N/A
33447,726.2,17.67,-1.00,1.38,-1.0000,-1.0000,461.23,153,43,-1,N/A
33698,678.7,19.19,-1.00,1.47,-1.0000,-1.0000,461.31,153,43,-1,N/A
33949,655.5,14.61,-1.00,1.53,-1.0000,-1.0000,461.38,153,43,-1,N/A
34200,527.9,24.75,-1.00,1.89,-1.0000,-1.0000,461.46,153,43,-1,N/A
34451,835.6,21.31,-1.00,1.20,-1.0000,-1.0000,461.54,153,43,-1,N/A
34701,785.6,21.86,-1.00,1.27,-1.0000,-1.0000,461.63,153,43,-1,N/A
34951,728.9,20.81,-1.00,1.37,-1.0000,-1.0000,461.71,153,43,-1,N/A
35203,732.6,17.63,-1.00,1.37,-1.0000,-1.0000,461.79,153,43,-1,N/A
35453,736.8,16.12,-1.00,1.36,-1.0000,-1.0000,461.86,153,43,-1,N/A
35704,732.3,17.13,-1.00,1.37,-1.0000,-1.0000,461.93,153,43,-1,N/A
35955,666.4,16.54,-1.00,1.50,-1.0000,-1.0000,462.01,153,43,-1,N/A
36206,586.8,19.26,-1.00,1.70,-1.0000,-1.0000,462.08,153,43,-1,N/A
36456,735.9,20.78,-1.00,1.36,-1.0000,-1.0000,462.15,153,43,-1,N/A
36707,655.2,19.18,-1.00,1.53,-1.0000,-1.0000,462.23,153,43,-1,N/A
36958,697.7,20.84,-1.00,1.43,-1.0000,-1.0000,462.31,153,43,-1,N/A
37208,554.0,14.04,-1.00,1.81,-1.0000,-1.0000,462.39,153,43,-1,N/A
